,model,fold,test_score,train_score,y_name
0,LinearRegression,0,25.689267784334234,4.147070855775781e-14,mq_1_Sleeplatency
1,LinearRegression,1,18.617218214214567,4.042961445672264e-14,mq_1_Sleeplatency
2,LinearRegression,2,15.532671444767884,3.7736654582184424e-14,mq_1_Sleeplatency
3,LinearRegression,3,8.992769098562011,2.93380910928787e-14,mq_1_Sleeplatency
4,LinearRegression,4,14.430184866303446,4.324887914914031e-14,mq_1_Sleeplatency
5,Ridge,0,25.70672973037217,3.096907117185815e-14,mq_1_Sleeplatency
6,Ridge,1,18.605699249658077,4.68135289094501e-14,mq_1_Sleeplatency
7,Ridge,2,15.526333319512666,5.064451323943427e-14,mq_1_Sleeplatency
8,Ridge,3,9.010392797222343,7.640310844874237e-14,mq_1_Sleeplatency
9,Ridge,4,14.400391070098015,7.157595399130213e-14,mq_1_Sleeplatency
10,Lasso,0,25.525815428879064,0.0013213829035378817,mq_1_Sleeplatency
11,Lasso,1,18.046632138590724,0.0030003188360845714,mq_1_Sleeplatency
12,Lasso,2,17.143567743669976,0.000706194202770914,mq_1_Sleeplatency
13,Lasso,3,15.690228247619249,0.002313235885821733,mq_1_Sleeplatency
14,Lasso,4,17.452240617881717,0.0011218448378341195,mq_1_Sleeplatency
15,ElasticNet,0,25.52581559682686,0.001321373185693362,mq_1_Sleeplatency
16,ElasticNet,1,18.046632346717477,0.0030003166797302858,mq_1_Sleeplatency
17,ElasticNet,2,17.143567616348545,0.0007061962275667097,mq_1_Sleeplatency
18,ElasticNet,3,15.690228277228815,0.002313222304513655,mq_1_Sleeplatency
19,ElasticNet,4,17.4522409202383,0.0011218447972565857,mq_1_Sleeplatency
20,DecisionTreeRegressor,0,17.924530038048644,4.019084047012407,mq_1_Sleeplatency
21,DecisionTreeRegressor,1,17.04719505552821,2.9432880785087314,mq_1_Sleeplatency
22,DecisionTreeRegressor,2,14.036539558843922,4.438227832741517,mq_1_Sleeplatency
23,DecisionTreeRegressor,3,11.226171058968756,3.8170567212802062,mq_1_Sleeplatency
24,DecisionTreeRegressor,4,14.080621624082593,4.626219088535352,mq_1_Sleeplatency
25,RandomForestRegressor,0,23.009145395447636,3.9738688263597686,mq_1_Sleeplatency
26,RandomForestRegressor,1,12.844292942452016,5.773968448841553,mq_1_Sleeplatency
27,RandomForestRegressor,2,13.256888376911167,5.487243222652155,mq_1_Sleeplatency
28,RandomForestRegressor,3,9.569033200312987,5.762884991735253,mq_1_Sleeplatency
29,RandomForestRegressor,4,9.475529072794258,5.92179552299288,mq_1_Sleeplatency
30,AdaBoostRegressor,0,23.283870639504187,4.7097115204165,mq_1_Sleeplatency
31,AdaBoostRegressor,1,12.990767024759261,5.42987835996451,mq_1_Sleeplatency
32,AdaBoostRegressor,2,13.257687603588552,6.6319272280672426,mq_1_Sleeplatency
33,AdaBoostRegressor,3,8.137938524350394,5.819346866961133,mq_1_Sleeplatency
34,AdaBoostRegressor,4,10.374870484325964,6.412969544184361,mq_1_Sleeplatency
35,SVR,0,25.035274901819385,0.0999773286236565,mq_1_Sleeplatency
36,SVR,1,11.610566984248317,0.09945324107991882,mq_1_Sleeplatency
37,SVR,2,20.052152026659286,0.10000723266865293,mq_1_Sleeplatency
38,SVR,3,10.450254170443229,0.09890164633261583,mq_1_Sleeplatency
39,SVR,4,14.450318170957983,0.09998062520310563,mq_1_Sleeplatency
40,LinearSVR,0,24.956506634864944,0.0028991803267844206,mq_1_Sleeplatency
41,LinearSVR,1,18.150693206250367,0.0033148037664863022,mq_1_Sleeplatency
42,LinearSVR,2,15.31125231560583,0.0027085790811531693,mq_1_Sleeplatency
43,LinearSVR,3,10.77041061065927,0.00292126660863284,mq_1_Sleeplatency
44,LinearSVR,4,16.134594958644044,0.002862691446342448,mq_1_Sleeplatency
45,LinearRegression,0,2.8584865173228033,5.434277542267094e-15,mq_2_times_awake
46,LinearRegression,1,3.572186530140552,5.2794966917130546e-15,mq_2_times_awake
47,LinearRegression,2,2.035199883566623,6.5121145135142625e-15,mq_2_times_awake
48,LinearRegression,3,2.2219577653764087,5.962307006389176e-15,mq_2_times_awake
49,LinearRegression,4,1.8619748664549114,5.4825502515618735e-15,mq_2_times_awake
50,Ridge,0,2.854711262406301,5.616761102054093e-15,mq_2_times_awake
51,Ridge,1,3.5736110163134,6.3184515203781125e-15,mq_2_times_awake
52,Ridge,2,2.033642800858335,7.27858058888787e-15,mq_2_times_awake
53,Ridge,3,2.221767449232792,7.370754609331184e-15,mq_2_times_awake
54,Ridge,4,1.862440522680303,7.774630307428554e-15,mq_2_times_awake
55,Lasso,0,2.9435317144311117,0.00019229358899941154,mq_2_times_awake
56,Lasso,1,4.6552080528215125,0.0003971097551467993,mq_2_times_awake
57,Lasso,2,2.3212365184686297,0.00022174888015728816,mq_2_times_awake
58,Lasso,3,3.1392214749245926,0.00019935223448288355,mq_2_times_awake
59,Lasso,4,2.638037208916657,0.00012085011177350339,mq_2_times_awake
60,ElasticNet,0,2.9435318741430536,0.0001922982480852297,mq_2_times_awake
61,ElasticNet,1,4.655208110620262,0.000397107513564324,mq_2_times_awake
62,ElasticNet,2,2.321236603568662,0.00022174565680755496,mq_2_times_awake
63,ElasticNet,3,3.1392214306013195,0.00019934847988841147,mq_2_times_awake
64,ElasticNet,4,2.6380373084719717,0.00012084602674037985,mq_2_times_awake
65,DecisionTreeRegressor,0,3.9745661090644337,0.5065472610624521,mq_2_times_awake
66,DecisionTreeRegressor,1,2.1662563976214066,0.7845489359962247,mq_2_times_awake
67,DecisionTreeRegressor,2,1.9848246737450757,0.5191666882410807,mq_2_times_awake
68,DecisionTreeRegressor,3,1.8722636435277509,0.4324383210575012,mq_2_times_awake
69,DecisionTreeRegressor,4,1.963686045556229,0.8239189916149724,mq_2_times_awake
70,RandomForestRegressor,0,2.396599035098697,0.8155711128399654,mq_2_times_awake
71,RandomForestRegressor,1,2.6927726180848155,0.7633136968398482,mq_2_times_awake
72,RandomForestRegressor,2,1.6305725558097701,0.9082248863840074,mq_2_times_awake
73,RandomForestRegressor,3,1.4389926426419257,0.848183946726031,mq_2_times_awake
74,RandomForestRegressor,4,1.5618756636773807,0.9068435004234743,mq_2_times_awake
75,AdaBoostRegressor,0,2.3991999936214192,0.9838715661267791,mq_2_times_awake
76,AdaBoostRegressor,1,2.8353979630011863,1.0564237335376994,mq_2_times_awake
77,AdaBoostRegressor,2,1.4964842225846642,1.1435954444569898,mq_2_times_awake
78,AdaBoostRegressor,3,1.5817234878957116,1.0393735860790492,mq_2_times_awake
79,AdaBoostRegressor,4,1.6845717209672078,1.0366571880471163,mq_2_times_awake
80,SVR,0,2.411317646473385,0.09998839846237417,mq_2_times_awake
81,SVR,1,3.139523266077132,0.09819992910904407,mq_2_times_awake
82,SVR,2,1.595441364086892,0.10000038837877635,mq_2_times_awake
83,SVR,3,1.4748457536038782,0.09745474664058362,mq_2_times_awake
84,SVR,4,1.581675746547694,0.09816452751334573,mq_2_times_awake
85,LinearSVR,0,3.1036968002116776,0.00039592038168905516,mq_2_times_awake
86,LinearSVR,1,3.6455877278966695,0.0003740764340313199,mq_2_times_awake
